,localminute,use
331,2018-01-04 10:59:00,14.283
332,2018-01-04 11:14:00,19.072
333,2018-01-04 11:29:00,18.035999999999998
334,2018-01-04 11:44:00,16.378
335,2018-01-04 11:59:00,14.773
336,2018-01-04 12:14:00,19.868
337,2018-01-04 12:29:00,21.698
338,2018-01-04 12:44:00,15.832999999999998
339,2018-01-04 12:59:00,15.366
340,2018-01-04 13:14:00,12.348
341,2018-01-04 13:29:00,13.985
342,2018-01-04 13:44:00,14.601
343,2018-01-04 13:59:00,14.017
344,2018-01-04 14:14:00,12.446
345,2018-01-04 14:29:00,39.334
346,2018-01-04 14:44:00,65.40100000000001
347,2018-01-04 14:59:00,65.515
348,2018-01-04 15:14:00,28.001
349,2018-01-04 15:29:00,43.412000000000006
350,2018-01-04 15:44:00,39.925
351,2018-01-04 15:59:00,28.443
352,2018-01-04 16:14:00,15.415
353,2018-01-04 16:29:00,13.444
354,2018-01-04 16:44:00,19.312000000000005
355,2018-01-04 16:59:00,24.281
356,2018-01-04 17:14:00,11.674
357,2018-01-04 17:29:00,13.355
358,2018-01-04 17:44:00,12.532
359,2018-01-04 17:59:00,11.613
360,2018-01-04 18:14:00,13.263
361,2018-01-04 18:29:00,14.743999999999998
362,2018-01-04 18:44:00,14.467
363,2018-01-04 18:59:00,16.419
364,2018-01-04 19:14:00,18.615
365,2018-01-04 19:29:00,18.003000000000004
366,2018-01-04 19:44:00,14.429000000000002
367,2018-01-04 19:59:00,15.580000000000002
368,2018-01-04 20:14:00,20.63
369,2018-01-04 20:29:00,19.431
370,2018-01-04 20:44:00,14.427999999999995
371,2018-01-04 20:59:00,11.988
372,2018-01-04 21:14:00,12.479000000000005
373,2018-01-04 21:29:00,13.352
374,2018-01-04 21:44:00,13.03
375,2018-01-04 21:59:00,12.622
376,2018-01-04 22:14:00,13.498
377,2018-01-04 22:29:00,13.959
378,2018-01-04 22:44:00,16.462
379,2018-01-04 22:59:00,13.588
380,2018-01-04 23:14:00,13.202000000000002
381,2018-01-04 23:29:00,15.841
382,2018-01-04 23:44:00,13.125
383,2018-01-04 23:59:00,11.818
384,2018-01-05 00:14:00,10.527999999999999
385,2018-01-05 00:29:00,12.092000000000002
386,2018-01-05 00:44:00,12.390999999999998
387,2018-01-05 00:59:00,13.767999999999999
388,2018-01-05 01:14:00,13.897
389,2018-01-05 01:29:00,12.392999999999995
390,2018-01-05 01:44:00,12.491
391,2018-01-05 01:59:00,12.575
392,2018-01-05 02:14:00,10.882
393,2018-01-05 02:29:00,10.849
394,2018-01-05 02:44:00,12.733999999999998
395,2018-01-05 02:59:00,11.902999999999999
396,2018-01-05 03:14:00,10.567000000000002
397,2018-01-05 03:29:00,11.462
398,2018-01-05 03:44:00,12.571000000000002
399,2018-01-05 03:59:00,10.576999999999998
400,2018-01-05 04:14:00,11.931
401,2018-01-05 04:29:00,11.749
402,2018-01-05 04:44:00,10.664
403,2018-01-05 04:59:00,11.207
404,2018-01-05 05:14:00,12.244000000000002
405,2018-01-05 05:29:00,49.303999999999995
406,2018-01-05 05:44:00,14.312000000000001
407,2018-01-05 05:59:00,11.384
408,2018-01-05 06:14:00,12.332999999999995
409,2018-01-05 06:29:00,10.733000000000002
410,2018-01-05 06:44:00,10.69
411,2018-01-05 06:59:00,12.223999999999998
412,2018-01-05 07:14:00,13.905999999999999
413,2018-01-05 07:29:00,15.322000000000001
414,2018-01-05 07:44:00,15.429
415,2018-01-05 07:59:00,15.133
416,2018-01-05 08:14:00,15.229000000000001
417,2018-01-05 08:29:00,13.527
418,2018-01-05 08:44:00,11.529000000000002
419,2018-01-05 08:59:00,12.265
420,2018-01-05 09:14:00,12.493
421,2018-01-05 09:29:00,11.008
422,2018-01-05 09:44:00,12.312
423,2018-01-05 09:59:00,12.115
424,2018-01-05 10:14:00,11.062
425,2018-01-05 10:29:00,12.194
426,2018-01-05 10:44:00,12.583
427,2018-01-05 10:59:00,11.033
428,2018-01-05 11:14:00,11.045000000000002
429,2018-01-05 11:29:00,12.986
430,2018-01-05 11:44:00,15.311000000000002
431,2018-01-05 11:59:00,16.913
432,2018-01-05 12:14:00,17.144000000000002
433,2018-01-05 12:29:00,15.473
434,2018-01-05 12:44:00,13.421
435,2018-01-05 12:59:00,9.964
436,2018-01-05 13:14:00,11.255
437,2018-01-05 13:29:00,11.772999999999998
438,2018-01-05 13:44:00,10.746000000000002
439,2018-01-05 13:59:00,10.202
440,2018-01-05 14:14:00,11.475
441,2018-01-05 14:29:00,11.954
442,2018-01-05 14:44:00,10.404000000000002
443,2018-01-05 14:59:00,10.162
444,2018-01-05 15:14:00,11.922
445,2018-01-05 15:29:00,10.938000000000002
446,2018-01-05 15:44:00,10.363
447,2018-01-05 15:59:00,13.191
448,2018-01-05 16:14:00,13.124
449,2018-01-05 16:29:00,16.963000000000005
450,2018-01-05 16:44:00,16.855999999999998
451,2018-01-05 16:59:00,27.869
452,2018-01-05 17:14:00,23.405
453,2018-01-05 17:29:00,14.835
454,2018-01-05 17:44:00,14.102999999999998
455,2018-01-05 17:59:00,19.823
456,2018-01-05 18:14:00,29.004
457,2018-01-05 18:29:00,13.845999999999998
458,2018-01-05 18:44:00,15.437
459,2018-01-05 18:59:00,18.096
460,2018-01-05 19:14:00,19.706
461,2018-01-05 19:29:00,34.78
462,2018-01-05 19:44:00,18.245
463,2018-01-05 19:59:00,16.15
464,2018-01-05 20:14:00,14.491
465,2018-01-05 20:29:00,15.890000000000002
466,2018-01-05 20:44:00,15.795
467,2018-01-05 20:59:00,21.655
468,2018-01-05 21:14:00,20.585
469,2018-01-05 21:29:00,19.433
470,2018-01-05 21:44:00,19.592
471,2018-01-05 21:59:00,19.641
472,2018-01-05 22:14:00,18.003999999999994
473,2018-01-05 22:29:00,16.215999999999998
474,2018-01-05 22:44:00,15.411999999999995
475,2018-01-05 22:59:00,20.211
476,2018-01-05 23:14:00,17.809
477,2018-01-05 23:29:00,14.516999999999998
478,2018-01-05 23:44:00,14.213999999999995
479,2018-01-05 23:59:00,12.631000000000002
480,2018-01-06 00:14:00,14.185
481,2018-01-06 00:29:00,14.871000000000002
482,2018-01-06 00:44:00,11.519
483,2018-01-06 00:59:00,10.635000000000002
484,2018-01-06 01:14:00,11.81
485,2018-01-06 01:29:00,12.397
486,2018-01-06 01:44:00,10.899
487,2018-01-06 01:59:00,10.509000000000002
488,2018-01-06 02:14:00,11.887
489,2018-01-06 02:29:00,12.222000000000001
490,2018-01-06 02:44:00,10.838
491,2018-01-06 02:59:00,10.652999999999999
492,2018-01-06 03:14:00,12.275
493,2018-01-06 03:29:00,11.025
494,2018-01-06 03:44:00,11.378000000000002
495,2018-01-06 03:59:00,12.31
496,2018-01-06 04:14:00,10.767000000000001
497,2018-01-06 04:29:00,10.614
498,2018-01-06 04:44:00,12.390999999999998
499,2018-01-06 04:59:00,11.382
500,2018-01-06 05:14:00,10.495
501,2018-01-06 05:29:00,11.32
502,2018-01-06 05:44:00,12.354000000000001
503,2018-01-06 05:59:00,10.828000000000005
504,2018-01-06 06:14:00,10.437999999999999
505,2018-01-06 06:29:00,12.140000000000004
506,2018-01-06 06:44:00,12.576999999999998
507,2018-01-06 06:59:00,15.227
508,2018-01-06 07:14:00,12.741
509,2018-01-06 07:29:00,12.633
510,2018-01-06 07:44:00,12.588000000000005
511,2018-01-06 07:59:00,12.175999999999998
512,2018-01-06 08:14:00,10.751
513,2018-01-06 08:29:00,11.638
514,2018-01-06 08:44:00,12.589999999999998
515,2018-01-06 08:59:00,12.332
516,2018-01-06 09:14:00,14.494000000000002
517,2018-01-06 09:29:00,21.403000000000006
518,2018-01-06 09:44:00,21.576000000000004
519,2018-01-06 09:59:00,21.17
520,2018-01-06 10:14:00,19.576
521,2018-01-06 10:29:00,20.419
522,2018-01-06 10:44:00,13.825
523,2018-01-06 10:59:00,16.823
524,2018-01-06 11:14:00,13.208000000000002
525,2018-01-06 11:29:00,11.415
526,2018-01-06 11:44:00,13.283999999999995
527,2018-01-06 11:59:00,19.388
528,2018-01-06 12:14:00,23.100000000000005
529,2018-01-06 12:29:00,22.816000000000006
530,2018-01-06 12:44:00,25.743
531,2018-01-06 12:59:00,13.516999999999998
532,2018-01-06 13:14:00,10.817
533,2018-01-06 13:29:00,9.090000000000002
534,2018-01-06 13:44:00,11.088
535,2018-01-06 13:59:00,11.005
536,2018-01-06 14:14:00,10.55
537,2018-01-06 14:29:00,9.222999999999999
538,2018-01-06 14:44:00,10.285
539,2018-01-06 14:59:00,10.928999999999995
540,2018-01-06 15:14:00,9.581
541,2018-01-06 15:29:00,11.057
542,2018-01-06 15:44:00,10.360999999999999
543,2018-01-06 15:59:00,9.277999999999999
544,2018-01-06 16:14:00,10.608
545,2018-01-06 16:29:00,11.187
546,2018-01-06 16:44:00,9.855
547,2018-01-06 16:59:00,9.3
548,2018-01-06 17:14:00,11.190999999999995
549,2018-01-06 17:29:00,11.04
550,2018-01-06 17:44:00,11.590000000000002
551,2018-01-06 17:59:00,14.638
552,2018-01-06 18:14:00,13.534000000000002
553,2018-01-06 18:29:00,12.057
554,2018-01-06 18:44:00,13.802999999999999
555,2018-01-06 18:59:00,13.988999999999995
556,2018-01-06 19:14:00,12.310000000000002
557,2018-01-06 19:29:00,13.207999999999998
558,2018-01-06 19:44:00,14.122
559,2018-01-06 19:59:00,13.823
560,2018-01-06 20:14:00,18.867
561,2018-01-06 20:29:00,20.724
562,2018-01-06 20:44:00,24.08
563,2018-01-06 20:59:00,26.804000000000002
564,2018-01-06 21:14:00,26.432
565,2018-01-06 21:29:00,33.556000000000004
566,2018-01-06 21:44:00,28.252
567,2018-01-06 21:59:00,23.041000000000004
568,2018-01-06 22:14:00,23.566
569,2018-01-06 22:29:00,27.316999999999997
570,2018-01-06 22:44:00,27.902000000000005
571,2018-01-06 22:59:00,13.325999999999999
572,2018-01-06 23:14:00,11.765
573,2018-01-06 23:29:00,11.331000000000005
574,2018-01-06 23:44:00,12.877
575,2018-01-06 23:59:00,11.604000000000001
576,2018-01-07 00:14:00,12.342
577,2018-01-07 00:29:00,12.646
578,2018-01-07 00:44:00,11.105
579,2018-01-07 00:59:00,11.765999999999998
580,2018-01-07 01:14:00,12.940999999999999
581,2018-01-07 01:29:00,12.891000000000002
582,2018-01-07 01:44:00,11.012
583,2018-01-07 01:59:00,12.222999999999999
584,2018-01-07 02:14:00,12.767000000000001
585,2018-01-07 02:29:00,11.141000000000002
586,2018-01-07 02:44:00,11.042000000000002
587,2018-01-07 02:59:00,12.737
588,2018-01-07 03:14:00,11.646
589,2018-01-07 03:29:00,11.826
590,2018-01-07 03:44:00,12.325999999999999
591,2018-01-07 03:59:00,11.232
592,2018-01-07 04:14:00,60.18699999999998
593,2018-01-07 04:29:00,62.87600000000001
594,2018-01-07 04:44:00,62.24200000000001
595,2018-01-07 04:59:00,60.393
596,2018-01-07 05:14:00,40.584
597,2018-01-07 05:29:00,12.906
598,2018-01-07 05:44:00,11.527000000000001
599,2018-01-07 05:59:00,10.834
600,2018-01-07 06:14:00,11.802999999999999
601,2018-01-07 06:29:00,12.331
602,2018-01-07 06:44:00,11.145999999999999
603,2018-01-07 06:59:00,10.760000000000002
604,2018-01-07 07:14:00,12.642999999999999
605,2018-01-07 07:29:00,11.304
606,2018-01-07 07:44:00,11.632
607,2018-01-07 07:59:00,12.315999999999999
608,2018-01-07 08:14:00,11.011000000000005
609,2018-01-07 08:29:00,10.914000000000001
610,2018-01-07 08:44:00,14.010000000000002
611,2018-01-07 08:59:00,16.623
612,2018-01-07 09:14:00,16.246000000000002
613,2018-01-07 09:29:00,16.192
614,2018-01-07 09:44:00,21.501000000000005
615,2018-01-07 09:59:00,24.441
616,2018-01-07 10:14:00,22.809
617,2018-01-07 10:29:00,29.205000000000005
618,2018-01-07 10:44:00,21.366
619,2018-01-07 10:59:00,14.140999999999998
620,2018-01-07 11:14:00,14.741999999999996
621,2018-01-07 11:29:00,14.997
622,2018-01-07 11:44:00,14.577999999999998
623,2018-01-07 11:59:00,32.175000000000004
624,2018-01-07 12:14:00,68.86
625,2018-01-07 12:29:00,62.81399999999999
626,2018-01-07 12:44:00,58.625
627,2018-01-07 12:59:00,14.621999999999998
628,2018-01-07 13:14:00,11.885000000000002
629,2018-01-07 13:29:00,12.579
630,2018-01-07 13:44:00,14.593
631,2018-01-07 13:59:00,33.675
632,2018-01-07 14:14:00,71.42599999999999
633,2018-01-07 14:29:00,65.158
634,2018-01-07 14:44:00,60.153999999999996
635,2018-01-07 14:59:00,26.586999999999996
636,2018-01-07 15:14:00,14.890999999999998
637,2018-01-07 15:29:00,16.748
638,2018-01-07 15:44:00,13.662
639,2018-01-07 15:59:00,12.107000000000001
640,2018-01-07 16:14:00,13.045000000000005
641,2018-01-07 16:29:00,13.921
642,2018-01-07 16:44:00,13.422999999999998
643,2018-01-07 16:59:00,11.700999999999999
644,2018-01-07 17:14:00,13.029999999999998
645,2018-01-07 17:29:00,12.885
646,2018-01-07 17:44:00,13.076999999999998
647,2018-01-07 17:59:00,13.219
648,2018-01-07 18:14:00,11.888
649,2018-01-07 18:29:00,13.440999999999999
650,2018-01-07 18:44:00,21.124000000000002
651,2018-01-07 18:59:00,35.836999999999996
652,2018-01-07 19:14:00,30.88
653,2018-01-07 19:29:00,20.542
654,2018-01-07 19:44:00,17.018
655,2018-01-07 19:59:00,16.311
656,2018-01-07 20:14:00,21.434000000000005
657,2018-01-07 20:29:00,24.078000000000007
658,2018-01-07 20:44:00,17.334999999999994
659,2018-01-07 20:59:00,19.842
660,2018-01-07 21:14:00,23.314
661,2018-01-07 21:29:00,22.265
662,2018-01-07 21:44:00,17.131000000000004
663,2018-01-07 21:59:00,16.197999999999997
664,2018-01-07 22:14:00,16.137999999999998
665,2018-01-07 22:29:00,18.069000000000003
666,2018-01-07 22:44:00,15.312999999999995
667,2018-01-07 22:59:00,12.815999999999999
668,2018-01-07 23:14:00,11.029000000000002
669,2018-01-07 23:29:00,11.898999999999996
670,2018-01-07 23:44:00,11.762
671,2018-01-07 23:59:00,11.735
672,2018-01-08 00:14:00,12.204
