,localminute,use,var
211,2018/8/1 6:29,1.443223611,1.726307635
212,2018/8/2 6:29,1.535501389,1.907601112
213,2018/8/3 6:29,1.628095139,1.49805743
214,2018/8/4 6:30,2.372148611,3.279525658
215,2018/8/5 6:30,2.263806944,2.708414521
216,2018/8/6 6:30,2.140057639,1.803783351
217,2018/8/7 6:30,2.140723611,3.071998991
218,2018/8/8 6:31,1.852079167,2.726080643
219,2018/8/9 6:31,1.90898125,2.566285162
220,2018/8/10 6:31,2.028682639,2.162115814
221,2018/8/11 6:31,1.888460417,1.48603112
222,2018/8/12 6:31,2.428272917,3.253969455
223,2018/8/13 6:31,1.669223611,2.945392932
224,2018/8/14 6:31,2.344977083,2.426202526
225,2018/8/15 6:31,1.551127778,2.035728736
226,2018/8/16 6:31,1.64296875,2.195893596
227,2018/8/17 6:31,1.867034028,1.665201056
228,2018/8/18 6:31,2.018572917,2.54524618
229,2018/8/19 6:31,2.307281944,2.695218174
230,2018/8/20 6:31,2.105841667,1.820643766
231,2018/8/21 6:31,2.155889583,1.980100676
232,2018/8/22 6:31,2.461414583,2.473358045
233,2018/8/23 6:31,2.690614583,2.475233777
234,2018/8/24 6:31,2.060620139,1.913034941
235,2018/8/25 6:31,2.06694375,2.102168695
236,2018/8/26 6:31,2.362879167,3.159276058
237,2018/8/27 6:31,2.264831944,2.371274925
238,2018/8/28 6:31,2.567213889,1.85038298
239,2018/8/29 6:31,2.25290625,1.954955302
240,2018/8/30 6:31,2.485398611,1.964975139
241,2018/8/31 6:31,2.141229861,1.40119039
